trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.8318592181943675}",20,0,-88.30870900760029,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
185,False,"{'a': 0.5, 'e': 0.8310273589761731}",25,0,-87.13600258161287,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
186,False,"{'a': 0.5, 'e': 0.8301963316171969}",25,0,-143.9595576862811,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 4}",0
187,False,"{'a': 0.5, 'e': 0.8293661352855797}",25,0,-127.43493733724881,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.8285367691502941}",25,0,-85.6224156901992,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.8277082323811439}",20,0,-69.5154899341242,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.8268805241487627}",25,0,-24.560461036803265,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
191,False,"{'a': 0.5, 'e': 0.8260536436246139}",20,0,-129.2381643685079,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.8252275899809893}",20,11,-3.4085296385039734,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.8244023623910083}",25,0,-77.44159214445865,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.8235779600286173}",20,0,-56.007455269732624,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.8227543820685886}",30,6,-93.09110895231674,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 2}",1
196,False,"{'a': 0.5, 'e': 0.8219316276865201}",30,0,-132.83075940035516,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
197,False,"{'a': 0.5, 'e': 0.8211096960588335}",20,0,-57.387558442607855,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.8202885863627747}",20,9,-90.89890255792582,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
199,False,"{'a': 0.5, 'e': 0.819468297776412}",35,21,-59.67565524810388,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.8186488294786356}",20,0,0.964229323109782,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.8178301806491569}",30,0,-30.1536946559752,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.8170123504685077}",20,0,-141.40144070088505,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.8161953381180392}",20,4,-2.9969324856500874,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.8153791427799212}",20,0,-95.31808750590359,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.8145637636371413}",20,0,-54.21665527401444,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.8137491998735041}",25,0,-83.8494132775389,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.8129354506736306}",30,0,-73.11699221925468,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.812122515222957}",25,0,-73.42591572225572,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.8113103927077341}",20,4,-43.24204643089876,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
210,False,"{'a': 0.5, 'e': 0.8104990823150263}",20,0,-70.92604275465013,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.8096885832327113}",30,0,-65.18035652338148,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.8088788946494786}",20,8,-14.993224626284436,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.8080700157548292}",20,0,-68.95155416335626,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.8072619457390743}",20,5,-73.8287594683589,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.8064546837933352}",30,6,-29.204500307632113,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.8056482291095419}",25,17,-52.60227876109351,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.8048425808804324}",25,10,-70.62623964316329,"{0: 10, 1: 2, 2: 0, 3: 2, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.8040377382995519}",20,10,-16.595279875895294,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.8032337005612523}",25,0,-191.7863040677177,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
220,False,"{'a': 0.5, 'e': 0.8024304668606911}",30,13,-114.81273806892042,"{0: 9, 1: 0, 2: 5, 3: 2, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.8016280363938304}",25,0,-69.7148432937646,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.8008264083574366}",20,0,-32.48060542190995,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.8000255819490791}",20,0,-81.69901095817696,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 0}",0
224,False,"{'a': 0.5, 'e': 0.79922555636713}",25,0,-102.85058322606321,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",1
225,False,"{'a': 0.5, 'e': 0.798426330810763}",20,0,-31.18502264721607,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.7976279044799521}",25,0,-96.23322607543803,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.7968302765754722}",25,9,-94.59203325173827,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 2}",1
228,False,"{'a': 0.5, 'e': 0.7960334462988967}",20,0,-72.04899374717913,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.7952374128525979}",20,0,-38.71576178213262,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.7944421754397453}",20,0,-17.59111333612004,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.7936477332643055}",20,0,-54.223620035807315,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.7928540855310412}",30,0,-214.21414174807393,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 5}",0
233,False,"{'a': 0.5, 'e': 0.7920612314455101}",25,0,-28.606777634196916,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.7912691702140646}",30,0,-139.47508090507657,"{0: 20, 1: 1, 2: 4, 3: 4, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.7904779010438505}",20,0,-28.42974848684352,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.7896874231428067}",25,1,-49.53693130437239,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
237,False,"{'a': 0.5, 'e': 0.7888977357196639}",35,0,-115.42753355953356,"{0: 25, 1: 3, 2: 5, 3: 0, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.7881088379839443}",20,3,-12.787374462324843,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.7873207291459603}",20,0,-67.70388614917087,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.7865334084168143}",25,8,-87.10144132061535,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
241,False,"{'a': 0.5, 'e': 0.7857468750083976}",30,12,-68.62855962863544,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.7849611281333891}",20,0,-128.06839893247906,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
243,False,"{'a': 0.5, 'e': 0.7841761670052557}",20,0,-25.344836112149974,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.7833919908382505}",35,0,-193.48524108845695,"{0: 23, 1: 3, 2: 5, 3: 0, 4: 4}",0
245,False,"{'a': 0.5, 'e': 0.7826085988474122}",20,0,-30.25210196933135,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.7818259902485648}",25,0,-2.1336131150020803,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.7810441642583162}",20,3,-47.022679108025706,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
248,False,"{'a': 0.5, 'e': 0.780263120094058}",25,15,-38.72467525765283,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.5, 'e': 0.7794828569739639}",30,8,-133.1559803857041,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 2}",1
250,False,"{'a': 0.5, 'e': 0.7787033741169899}",30,7,-46.0432314775848,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.7779246707428729}",20,0,-76.6651903784256,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.7771467460721301}",30,7,-130.31108434957923,"{0: 14, 1: 0, 2: 7, 3: 0, 4: 2}",1
253,False,"{'a': 0.5, 'e': 0.7763695993260579}",20,0,-127.56044457948455,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.7755932297267318}",25,4,-108.9804495313814,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.7748176364970051}",20,5,-17.97688146749249,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.7740428188605081}",20,0,-112.48732986159146,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.7732687760416476}",25,0,-133.8157031100334,"{0: 16, 1: 3, 2: 2, 3: 2, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.7724955072656059}",20,0,-92.94324296912028,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.7717230117583403}",25,1,-83.54422815701498,"{0: 15, 1: 4, 2: 2, 3: 3, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.770951288746582}",20,16,7.825952368002142,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.7701803374578354}",35,8,-183.95840551500635,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 2}",1
262,False,"{'a': 0.5, 'e': 0.7694101571203776}",30,0,-25.57502497988833,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.7686407469632572}",25,0,-73.54294394253742,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.767872106216294}",20,15,8.295420842001173,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.7671042341100777}",25,0,-56.80827592821427,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
