trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
76,False,"{'a': 0.01, 'e': 0.46588077516979337}",20,0,-33.87786475257477,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.46122196741809546}",25,16,9.865616294563369,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.01, 'e': 0.4566097477439145}",20,0,-18.960911713003114,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
79,False,"{'a': 0.01, 'e': 0.45204365026647536}",20,12,1.6143537191991963,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.4475232137638106}",20,0,-98.57236194466948,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
81,False,"{'a': 0.01, 'e': 0.4430479816261725}",20,0,-5.087569717918893,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.43861750180991077}",25,8,-34.61612955019466,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
83,False,"{'a': 0.01, 'e': 0.43423132679181164}",20,4,-23.90164195696365,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.4298890135238935}",30,0,-153.89925342352973,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 4}",0
85,False,"{'a': 0.01, 'e': 0.4255901233886546}",20,0,-55.36804459395375,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
86,False,"{'a': 0.01, 'e': 0.421334222154768}",20,10,-44.05492376087334,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
87,False,"{'a': 0.01, 'e': 0.41712087993322033}",25,11,15.427217478780918,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.41294967113388814}",25,0,-2.7782246101216836,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.40882017442254925}",30,12,-60.85878172243375,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.4047319726783238}",30,5,-42.784412763068566,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.40068465295154054}",25,2,-22.135278703832405,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.01, 'e': 0.3966778064220251}",25,0,-17.80783793563684,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.39271102835780486}",25,0,-24.651365961963,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
94,False,"{'a': 0.01, 'e': 0.3887839180742268}",30,15,-36.933370752854884,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
95,False,"{'a': 0.01, 'e': 0.38489607889348454}",25,0,-125.07871604732469,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
96,False,"{'a': 0.01, 'e': 0.38104711810454966}",25,0,-14.126472339365677,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
97,False,"{'a': 0.01, 'e': 0.37723664692350417}",25,0,-47.30945650513874,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
98,False,"{'a': 0.01, 'e': 0.37346428045426916}",25,0,-2.945575768526053,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.36972963764972644}",20,0,-49.99528835386299,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
100,False,"{'a': 0.01, 'e': 0.3660323412732292}",20,0,-3.655370618824887,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.3623720178604969}",20,0,-104.46453195021223,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
102,False,"{'a': 0.01, 'e': 0.3587482976818919}",20,0,20.670982000438723,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.355160814705073}",25,3,-39.04342345839944,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
104,False,"{'a': 0.01, 'e': 0.35160920655802225}",25,0,9.816061009086038,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
105,False,"{'a': 0.01, 'e': 0.348093114492442}",20,0,2.992670464401803,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
106,False,"{'a': 0.01, 'e': 0.3446121833475176}",25,0,7.72629186988257,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.34116606151404244}",20,0,-113.62483181397688,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
108,False,"{'a': 0.01, 'e': 0.337754400898902}",20,10,-4.219051395651956,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.334376856889913}",20,6,-51.915205388064365,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
110,False,"{'a': 0.01, 'e': 0.33103308832101386}",20,0,-30.990946158454626,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.3277227574378037}",30,0,27.66817320249255,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
112,False,"{'a': 0.01, 'e': 0.3244455298634257}",20,0,-11.491519866846128,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.01, 'e': 0.3212010745647914}",30,1,-7.213466183828488,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.3179890638191435}",20,0,-37.972009881261855,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
115,False,"{'a': 0.01, 'e': 0.31480917318095203}",20,0,-6.061279283795529,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
116,False,"{'a': 0.01, 'e': 0.3116610814491425}",25,8,-23.60848368087959,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.01, 'e': 0.30854447063465107}",25,11,26.936908764195646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.3054590259283046}",30,11,-18.71364321031063,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
119,False,"{'a': 0.01, 'e': 0.30240443566902153}",30,11,-44.94973076796308,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.2993803913123313}",25,7,15.195792931168558,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.296386587399208}",25,20,7.451296333334488,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2934227215252159}",30,0,-84.97664133129643,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
123,False,"{'a': 0.01, 'e': 0.29048849430996376}",30,0,16.320804948858637,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.2875836093668641}",20,7,-61.721652538049604,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
125,False,"{'a': 0.01, 'e': 0.28470777327319546}",20,0,4.510482898489688,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.2818606955404635}",20,13,14.841833833672514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.27904208858505886}",25,0,12.20869574422262,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
128,False,"{'a': 0.01, 'e': 0.2762516676992083}",25,15,15.179776113174718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.2734891510222162}",20,0,16.54573087436487,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
130,False,"{'a': 0.01, 'e': 0.27075425951199406}",35,0,-6.042468138620074,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.2680467169168741}",20,0,-14.176210760798531,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
132,False,"{'a': 0.01, 'e': 0.26536624974770534}",20,0,-45.3592279473065,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.2627125872502283}",20,13,7.910417159341945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.26008546137772603}",30,0,-1.510705220752499,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
135,False,"{'a': 0.01, 'e': 0.25748460676394874}",20,12,8.522666085761191,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2549097606963093}",30,10,-15.92610171173408,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.2523606630893462}",20,7,15.0502862178494,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.2498370564584527}",25,1,-59.447244071043734,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 1}",1
139,False,"{'a': 0.01, 'e': 0.24733868589386818}",20,9,8.839081932391027,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24486529903492948}",25,4,15.987149446369166,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2424166460445802}",20,15,8.365319891836485,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.2399924795841344}",25,15,17.29551781208244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23759255478829303}",25,0,-91.10745804875015,"{0: 19, 1: 0, 2: 2, 3: 3, 4: 1}",0
144,False,"{'a': 0.01, 'e': 0.23521662924041012}",25,0,21.39168943368888,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.01, 'e': 0.232864462948006}",20,4,11.600462782678083,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23053581831852593}",25,3,1.7531186668111718,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22823046013534068}",20,0,29.87530361415245,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22594815553398728}",25,0,-50.69370454050265,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
149,False,"{'a': 0.01, 'e': 0.2236886739786474}",30,0,-14.555640426851875,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
150,False,"{'a': 0.01, 'e': 0.22145178723886091}",20,13,11.175255430401903,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2192372693664723}",20,4,-27.111884012178763,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.01, 'e': 0.21704489667280757}",20,9,6.206370916528091,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.2148744477060795}",20,11,2.9034133202654315,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.2127257032290187}",25,5,18.52272964733482,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21059844619672852}",20,5,-20.83981647850924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.01, 'e': 0.20849246173476124}",30,0,-14.782913522326263,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
157,False,"{'a': 0.01, 'e': 0.2064075371174136}",20,0,-28.775624056239295,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
158,False,"{'a': 0.01, 'e': 0.20434346174623946}",30,21,14.314581438484609,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.2023000271287771}",25,0,13.406981972697176,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
160,False,"{'a': 0.01, 'e': 0.20027702685748933}",20,4,28.753336966956272,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.19827425658891443}",30,11,-11.734005052455844,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19629151402302528}",20,7,-7.516724491041872,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19432859888279502}",25,6,31.232860246212944,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19238531289396707}",20,0,-47.80531912940228,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.1904614597650274}",25,0,-25.040424588687515,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
166,False,"{'a': 0.01, 'e': 0.1885568451673771}",20,12,-26.885649016143784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
167,False,"{'a': 0.01, 'e': 0.18667127671570335}",35,0,25.086595892593518,"{0: 32, 1: 2, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.01, 'e': 0.1848045639485463}",20,8,24.513192163422218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18295651830906084}",30,2,31.281947914609244,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18112695312597024}",30,18,0.26097634654193813,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.17931568359471053}",25,18,1.649909209327708,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17752252675876343}",20,8,17.86155604988106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.1757473014911758}",20,0,8.366318889904965,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.01, 'e': 0.17398982847626404}",30,8,-62.708441002776695,"{0: 17, 1: 2, 2: 0, 3: 2, 4: 1}",1
175,False,"{'a': 0.01, 'e': 0.1722499301915014}",20,0,-13.340980929320398,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
176,False,"{'a': 0.01, 'e': 0.17052743088958636}",30,0,45.73674890844542,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.01, 'e': 0.1688221565806905}",25,14,9.349440682957736,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1671339350148836}",35,23,21.50166630585285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.16546259566473476}",20,8,10.694214558166,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16380796970808742}",20,8,19.760180623738304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16216989001100654}",25,15,19.112275338389164,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16054819111089647}",30,23,10.73059251473122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.1589427091997875}",30,18,20.623501407854903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.15735328210778962}",20,0,28.24236161740555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.01, 'e': 0.15577974928671173}",35,22,-49.64531050670199,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
186,False,"{'a': 0.01, 'e': 0.15422195179384462}",20,0,-1.1860483008154308,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
187,False,"{'a': 0.01, 'e': 0.15267973227590617}",30,18,7.868610525250391,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.1511529349531471}",25,10,-0.2723767076654582,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.14964140560361563}",20,7,-62.614733370906436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
190,False,"{'a': 0.01, 'e': 0.14814499154757946}",35,0,7.122821101855087,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
191,False,"{'a': 0.01, 'e': 0.14666354163210368}",20,5,12.013541391206878,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14519690621578263}",30,0,34.795222731067206,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.01, 'e': 0.1437449371536248}",20,12,1.9276580105725682,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14230748778208857}",25,9,-16.55307064230159,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.01, 'e': 0.14088441290426768}",20,15,-11.75146910675146,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.139475568775225}",20,0,29.34196331347053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.01, 'e': 0.13808081308747275}",30,0,14.598828173924513,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.136700004956598}",25,20,7.2558993974381965,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13533300490703204}",25,18,11.992406500166082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.13397967485796172}",25,0,23.521128929141607,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.01, 'e': 0.1326398781093821}",25,0,10.234004624113794,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.01, 'e': 0.13131347932828827}",25,3,-30.263534089408164,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
203,False,"{'a': 0.01, 'e': 0.1300003445350054}",20,0,18.505842831806675,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
204,False,"{'a': 0.01, 'e': 0.12870034108965533}",25,11,-29.281808283320125,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
205,False,"{'a': 0.01, 'e': 0.1274133376787588}",25,12,23.517861387665164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12613920430197118}",25,0,25.437187184646856,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
207,False,"{'a': 0.01, 'e': 0.12487781225895148}",20,0,-19.627419145640655,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
208,False,"{'a': 0.01, 'e': 0.12362903413636196}",20,12,12.228482640064671,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12239274379499834}",25,0,36.08558723924891,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.12116881635704835}",20,13,0.9866654532264505,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.11995712819347787}",20,0,22.816730252215134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.01, 'e': 0.11875755691154309}",25,12,-29.206465912780573,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.11756998134242766}",20,0,17.935098904013216,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.01, 'e': 0.11639428152900338}",30,17,21.481476042942628,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11523033871371334}",30,21,4.939318102417347,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.11407803532657622}",25,17,14.765873914915804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.11293725497331045}",30,16,25.000649709509172,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11180788242357734}",20,4,6.993469007911678,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11068980359934157}",25,8,29.066173098850108,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.10958290556334815}",30,5,33.696504644569714,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10848707650771466}",20,1,29.29210360919005,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10740220574263752}",25,0,31.01959296575469,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.01, 'e': 0.10632818368521114}",35,0,45.73474986255767,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
224,False,"{'a': 0.01, 'e': 0.10526490184835903}",25,0,25.214741397500735,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
225,False,"{'a': 0.01, 'e': 0.10421225282987544}",35,0,36.70142210967137,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.01, 'e': 0.10317013030157668}",20,6,19.900508966264248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.10213842899856092}",20,12,13.825157924798972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10111704470857531}",25,12,26.455132122670452,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.10010587426148955}",20,2,-17.434715573608155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.01, 'e': 0.09910481551887466}",25,9,11.89480698521527,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.0981137673636859}",25,6,28.369417398852192,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.09713262969004906}",20,5,25.56274753374747,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09616130339314856}",20,11,13.157648020860314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09519969035921708}",25,19,9.40525184198448,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.0942476934556249}",25,0,3.734352452357829,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
236,False,"{'a': 0.01, 'e': 0.09330521652106866}",30,7,29.635422527717935,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09237216435585796}",30,3,-13.284985804000861,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
238,False,"{'a': 0.01, 'e': 0.09144844271229938}",30,0,29.93414204569277,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.01, 'e': 0.0905339582851764}",25,3,-42.54241281539094,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
240,False,"{'a': 0.01, 'e': 0.08962861870232462}",20,11,17.14336833336507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.08873233251530138}",20,5,14.376285547914858,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08784500919014836}",20,0,17.431275565929813,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
243,False,"{'a': 0.01, 'e': 0.08696655909824688}",25,0,19.173806766260554,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.01, 'e': 0.0860968935072644}",20,0,27.99560150683227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.01, 'e': 0.08523592457219176}",20,0,6.03517807426072,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.08438356532646984}",25,0,-8.922624565901149,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
247,False,"{'a': 0.01, 'e': 0.08353972967320515}",30,10,-12.951546516098222,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.01, 'e': 0.0827043323764731}",20,0,-15.341156662436603,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
249,False,"{'a': 0.01, 'e': 0.08187728905270836}",20,0,-25.246593768149495,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
250,False,"{'a': 0.01, 'e': 0.08105851616218128}",20,9,-10.550608748652493,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08024793100055946}",25,13,8.103473294744498,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.07944545169055386}",20,0,22.68690794760725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.01, 'e': 0.07865099717364833}",25,1,34.35569413622293,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07786448720191184}",25,8,17.13121187548063,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07708584232989273}",30,5,41.20907990792336,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.0763149839065938}",20,0,22.355931946680087,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.01, 'e': 0.07555183406752786}",25,11,19.41035460816226,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07479631572685258}",20,1,27.366222211761627,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07404835256958406}",20,16,7.402110135227733,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07330786904388821}",20,0,29.565938173920067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
